Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
98103;1050015;BU03637803;1055;;None
98104;1016040;BU03637803;440;;None
98105;1016030;BU03637803;1030;;None
98106;M000114;BU03637803;2,4;;None
98107;M000100;BU03637803;15065;;None
98108;M000297;BU03637803;2246;;None
98109;M001642;BU03637803;336;;None
98110;ZW10290;BU03637803;28;;None
98111;ZW10340;BU03637803;72;;None
98112;A028725;BU03637803;97;;None
98113;A028726;BU03637803;3;;None
98114;1014800_1;BU03637803;20;;None
98115;1014850_2;BU03637803;80;;None
98116;A047047;BU03637803;61;;None
98117;A047048;BU03637803;20;;None
98118;A047051;BU03637803;0;;None
98119;ZW25808;BU03637803;53;;None
98120;ZW25807;BU03637803;47;;None
98121;M000200_2;BU03637803;635;;None
98122;301000;BU03637803;0;;None
98123;300003;BU03637803;165;;None
98124;300005;BU03637803;80;;None
98125;383105;BU03637803;135;;None
98126;300009;BU03637803;10;;None
98127;300010;BU03637803;90;;None
98128;300012;BU03637803;110;;None
98129;300014;BU03637803;40;;None
98130;A018943_2;BU03637803;1745;;None
98131;A019276;BU03637803;1320;;None
98132;D001045;BU03637803;425;;None
98133;M000368;BU03637803;0,7;;None
98134;A018943_4;BU03637803;4349;;None
98135;A018944;BU03637803;85;;None
98136;T001455_2;BU03637803;43;;None
98137;A047044;BU03637803;40;;None
98138;A047040;BU03637803;3;;None
98139;PC000C;BU03637803;;      1067;None
98140;M000217;BU03637803;1;;None
98141;ST0001;BU03637803;1;;None
98142;ST0003;BU03637803;2870;;None
98143;GM000C;BU03637804;;Amsterdam                               ;None
98144;R00003;BU03637804;;Buurt     ;None
98145;R00004;BU03637804;;BU03637804;None
98146;M000125;BU03637804;;1;None
98147;T001036;BU03637804;280;;None
98148;3000;BU03637804;165;;None
98149;4000;BU03637804;115;;None
98150;10680;BU03637804;35;;None
98151;53050;BU03637804;30;;None
98152;53310;BU03637804;120;;None
98153;53715;BU03637804;85;;None
98154;80200;BU03637804;20;;None
98155;1010;BU03637804;175;;None
98156;1020;BU03637804;80;;None
98157;1080;BU03637804;25;;None
98158;1050;BU03637804;5;;None
98159;2012655;BU03637804;40;;None
98160;2012657_2;BU03637804;165;;None
98161;H008673;BU03637804;30;;None
98162;H007119;BU03637804;0;;None
98163;H008751;BU03637804;25;;None
98164;H008766;BU03637804;70;;None
98165;A008187;BU03637804;40;;None
98166;1050010_2;BU03637804;155;;None
98167;1050015;BU03637804;95;;None
98168;1016040;BU03637804;25;;None
98169;1016030;BU03637804;35;;None
98170;M000114;BU03637804;1,8;;None
98171;M000100;BU03637804;2312;;None
98172;M000297;BU03637804;154;;None
98173;M001642;BU03637804;254;;None
98174;ZW10290;BU03637804;0;;None
98175;ZW10340;BU03637804;100;;None
98176;A028725;BU03637804;88;;None
98177;A028726;BU03637804;12;;None
98178;1014800_1;BU03637804;49;;None
98179;1014850_2;BU03637804;51;;None
98180;A047047;BU03637804;43;;None
98181;A047048;BU03637804;8;;None
98182;A047051;BU03637804;0;;None
98183;ZW25808;BU03637804;100;;None
98184;ZW25807;BU03637804;0;;None
98185;M000200_2;BU03637804;35;;None
98186;301000;BU03637804;0;;None
98187;300003;BU03637804;5;;None
98188;300005;BU03637804;5;;None
98189;383105;BU03637804;5;;None
98190;300009;BU03637804;0;;None
98191;300010;BU03637804;5;;None
98192;300012;BU03637804;5;;None
98193;300014;BU03637804;10;;None
98194;A018943_2;BU03637804;115;;None
98195;A019276;BU03637804;90;;None
98196;D001045;BU03637804;30;;None
98197;M000368;BU03637804;0,7;;None
98198;A018943_4;BU03637804;956;;None
98199;A018944;BU03637804;10;;None
98200;T001455_2;BU03637804;14;;None
98201;A047044;BU03637804;12;;None
98202;A047040;BU03637804;2;;None
98203;PC000C;BU03637804;;      1067;None
98204;M000217;BU03637804;1;;None
98205;ST0001;BU03637804;2;;None
98206;ST0003;BU03637804;2127;;None
98207;GM000C;WK036379;;Amsterdam                               ;None
98208;R00003;WK036379;;Wijk      ;None
98209;R00004;WK036379;;WK036379  ;None
98210;M000125;WK036379;;1;None
98211;T001036;WK036379;2455;;None
98212;3000;WK036379;1220;;None
98213;4000;WK036379;1235;;None
98214;10680;WK036379;445;;None
98215;53050;WK036379;255;;None
98216;53310;WK036379;655;;None
98217;53715;WK036379;655;;None
98218;80200;WK036379;450;;None
98219;1010;WK036379;1115;;None
98220;1020;WK036379;1095;;None
98221;1080;WK036379;155;;None
98222;1050;WK036379;90;;None
98223;2012655;WK036379;285;;None
98224;2012657_2;WK036379;1255;;None
98225;H008673;WK036379;310;;None
98226;H007119;WK036379;20;;None
98227;H008751;WK036379;150;;None
98228;H008766;WK036379;540;;None
98229;A008187;WK036379;240;;None
98230;1050010_2;WK036379;1025;;None
98231;1050015;WK036379;315;;None
98232;1016040;WK036379;300;;None
98233;1016030;WK036379;415;;None
98234;M000114;WK036379;2,4;;None
98235;M000100;WK036379;1136;;None
98236;M000297;WK036379;934;;None
98237;M001642;WK036379;414;;None
98238;ZW10290;WK036379;75;;None
98239;ZW10340;WK036379;25;;None
98240;A028725;WK036379;98;;None
98241;A028726;WK036379;2;;None
98242;1014800_1;WK036379;52;;None
98243;1014850_2;WK036379;48;;None
98244;A047047;WK036379;40;;None
98245;A047048;WK036379;8;;None
98246;A047051;WK036379;0;;None
98247;ZW25808;WK036379;100;;None
98248;ZW25807;WK036379;0;;None
98249;M000200_2;WK036379;300;;None
98250;301000;WK036379;10;;None
98251;300003;WK036379;70;;None
98252;300005;WK036379;40;;None
98253;383105;WK036379;45;;None
98254;300009;WK036379;10;;None
98255;300010;WK036379;50;;None
98256;300012;WK036379;30;;None
98257;300014;WK036379;45;;None
98258;A018943_2;WK036379;1035;;None
98259;A019276;WK036379;845;;None
98260;D001045;WK036379;185;;None
98261;M000368;WK036379;1;;None
98262;A018943_4;WK036379;478;;None
98263;A018944;WK036379;60;;None
98264;T001455_2;WK036379;242;;None
98265;A047044;WK036379;216;;None
98266;A047040;WK036379;26;;None
98267;ST0001;WK036379;2;;None
98268;ST0003;WK036379;1666;;None
98269;GM000C;BU03637900;;Amsterdam                               ;None
98270;R00003;BU03637900;;Buurt     ;None
98271;R00004;BU03637900;;BU03637900;None
98272;M000125;BU03637900;;1;None
98273;T001036;BU03637900;30;;None
98274;3000;BU03637900;20;;None
98275;4000;BU03637900;10;;None
98276;10680;BU03637900;0;;None
98277;53050;BU03637900;5;;None
98278;53310;BU03637900;5;;None
98279;53715;BU03637900;10;;None
98280;80200;BU03637900;10;;None
98281;1010;BU03637900;15;;None
98282;1020;BU03637900;10;;None
98283;1080;BU03637900;5;;None
98284;1050;BU03637900;0;;None
98285;2012655;BU03637900;0;;None
98286;2012657_2;BU03637900;5;;None
98287;H008673;BU03637900;0;;None
98288;H007119;BU03637900;0;;None
98289;H008751;BU03637900;0;;None
98290;H008766;BU03637900;0;;None
98291;A008187;BU03637900;10;;None
98292;1050010_2;BU03637900;15;;None
98293;1050015;BU03637900;5;;None
98294;1016040;BU03637900;5;;None
98295;1016030;BU03637900;5;;None
98296;M000114;BU03637900;1,9;;None
98297;M000100;BU03637900;15;;None
98298;M000297;BU03637900;11;;None
98299;M000200_2;BU03637900;50;;None
98300;301000;BU03637900;10;;None
98301;300003;BU03637900;5;;None
98302;300005;BU03637900;0;;None
98303;383105;BU03637900;0;;None
98304;300009;BU03637900;0;;None
98305;300010;BU03637900;5;;None
98306;300012;BU03637900;5;;None
98307;300014;BU03637900;20;;None
98308;A018943_2;BU03637900;45;;None
98309;A019276;BU03637900;35;;None
98310;D001045;BU03637900;5;;None
98311;A018944;BU03637900;0;;None
98312;T001455_2;BU03637900;210;;None
98313;A047044;BU03637900;186;;None
98314;A047040;BU03637900;25;;None
98315;PC000C;BU03637900;;      1067;None
98316;M000217;BU03637900;1;;None
98317;ST0001;BU03637900;4;;None
98318;ST0003;BU03637900;670;;None
98319;GM000C;BU03637901;;Amsterdam                               ;None
98320;R00003;BU03637901;;Buurt     ;None
98321;R00004;BU03637901;;BU03637901;None
98322;M000125;BU03637901;;1;None
98323;T001036;BU03637901;2430;;None
98324;3000;BU03637901;1205;;None
98325;4000;BU03637901;1230;;None
98326;10680;BU03637901;445;;None
98327;53050;BU03637901;250;;None
98328;53310;BU03637901;650;;None
98329;53715;BU03637901;645;;None
98330;80200;BU03637901;440;;None
98331;1010;BU03637901;1105;;None
98332;1020;BU03637901;1080;;None
98333;1080;BU03637901;150;;None
98334;1050;BU03637901;90;;None
98335;2012655;BU03637901;285;;None
98336;2012657_2;BU03637901;1245;;None
98337;H008673;BU03637901;305;;None
98338;H007119;BU03637901;20;;None
98339;H008751;BU03637901;150;;None
98340;H008766;BU03637901;535;;None
98341;A008187;BU03637901;235;;None
98342;1050010_2;BU03637901;1010;;None
98343;1050015;BU03637901;305;;None
98344;1016040;BU03637901;295;;None
98345;1016030;BU03637901;415;;None
98346;M000114;BU03637901;2,4;;None
98347;M000100;BU03637901;7872;;None
98348;M000297;BU03637901;923;;None
98349;M001642;BU03637901;411;;None
98350;ZW10290;BU03637901;74;;None
98351;ZW10340;BU03637901;26;;None
98352;A028725;BU03637901;98;;None
98353;A028726;BU03637901;2;;None
98354;1014800_1;BU03637901;52;;None
98355;1014850_2;BU03637901;48;;None
98356;A047047;BU03637901;40;;None
98357;A047048;BU03637901;8;;None
98358;A047051;BU03637901;0;;None
98359;ZW25808;BU03637901;100;;None
98360;ZW25807;BU03637901;0;;None
98361;M000200_2;BU03637901;250;;None
98362;301000;BU03637901;0;;None
98363;300003;BU03637901;65;;None
98364;300005;BU03637901;35;;None
98365;383105;BU03637901;45;;None
98366;300009;BU03637901;5;;None
98367;300010;BU03637901;45;;None
98368;300012;BU03637901;25;;None
98369;300014;BU03637901;25;;None
98370;A018943_2;BU03637901;990;;None
98371;A019276;BU03637901;810;;None
98372;D001045;BU03637901;180;;None
98373;M000368;BU03637901;1;;None
98374;A018943_4;BU03637901;3207;;None
98375;A018944;BU03637901;60;;None
98376;T001455_2;BU03637901;32;;None
98377;A047044;BU03637901;31;;None
98378;A047040;BU03637901;1;;None
98379;PC000C;BU03637901;;      1067;None
98380;M000217;BU03637901;1;;None
98381;ST0001;BU03637901;2;;None
98382;ST0003;BU03637901;1761;;None
98383;GM000C;WK036380;;Amsterdam                               ;None
98384;R00003;WK036380;;Wijk      ;None
98385;R00004;WK036380;;WK036380  ;None
98386;M000125;WK036380;;1;None
98387;T001036;WK036380;1175;;None
98388;3000;WK036380;660;;None
98389;4000;WK036380;520;;None
98390;10680;WK036380;150;;None
98391;53050;WK036380;160;;None
98392;53310;WK036380;360;;None
98393;53715;WK036380;320;;None
98394;80200;WK036380;195;;None
98395;1010;WK036380;680;;None
98396;1020;WK036380;385;;None
98397;1080;WK036380;70;;None
98398;1050;WK036380;40;;None
98399;2012655;WK036380;120;;None
98400;2012657_2;WK036380;465;;None
98401;H008673;WK036380;40;;None
98402;H007119;WK036380;0;;None
98403;H008751;WK036380;20;;None
98404;H008766;WK036380;60;;None
98405;A008187;WK036380;345;;None
98406;1050010_2;WK036380;390;;None
98407;1050015;WK036380;140;;None
98408;1016040;WK036380;120;;None
98409;1016030;WK036380;125;;None
98410;M000114;WK036380;2,2;;None
98411;M000100;WK036380;224;;None
98412;M000297;WK036380;309;;None
98413;M001642;WK036380;666;;None
98414;ZW10290;WK036380;93;;None
98415;ZW10340;WK036380;7;;None
98416;A028725;WK036380;90;;None
98417;A028726;WK036380;10;;None
98418;1014800_1;WK036380;69;;None
98419;1014850_2;WK036380;30;;None
98420;A047047;WK036380;4;;None
98421;A047048;WK036380;26;;None
98422;A047051;WK036380;0;;None
98423;ZW25808;WK036380;74;;None
98424;ZW25807;WK036380;26;;None
98425;M000200_2;WK036380;335;;None
98426;301000;WK036380;15;;None
98427;300003;WK036380;65;;None
98428;300005;WK036380;80;;None
98429;383105;WK036380;20;;None
98430;300009;WK036380;25;;None
98431;300010;WK036380;60;;None
98432;300012;WK036380;35;;None
98433;300014;WK036380;25;;None
98434;A018943_2;WK036380;525;;None
98435;A019276;WK036380;405;;None
98436;D001045;WK036380;115;;None
98437;M000368;WK036380;1,3;;None
98438;A018943_4;WK036380;100;;None
98439;A018944;WK036380;60;;None
98440;T001455_2;WK036380;569;;None
98441;A047044;WK036380;525;;None
98442;A047040;WK036380;43;;None
98443;ST0001;WK036380;3;;None
98444;ST0003;WK036380;1107;;None
98445;GM000C;BU03638000;;Amsterdam                               ;None
98446;R00003;BU03638000;;Buurt     ;None
98447;R00004;BU03638000;;BU03638000;None
98448;M000125;BU03638000;;1;None
98449;T001036;BU03638000;345;;None
98450;3000;BU03638000;220;;None
98451;4000;BU03638000;120;;None
98452;10680;BU03638000;45;;None
98453;53050;BU03638000;65;;None
98454;53310;BU03638000;175;;None
98455;53715;BU03638000;50;;None
98456;80200;BU03638000;10;;None
98457;1010;BU03638000;260;;None
98458;1020;BU03638000;65;;None
98459;1080;BU03638000;15;;None
98460;1050;BU03638000;0;;None
98461;2012655;BU03638000;15;;None
98462;2012657_2;BU03638000;325;;None
98463;H008673;BU03638000;5;;None
98464;H007119;BU03638000;0;;None
98465;H008751;BU03638000;5;;None
98466;H008766;BU03638000;15;;None
98467;A008187;BU03638000;305;;None
98468;1050010_2;BU03638000;5;;None
98469;1050015;BU03638000;5;;None
98470;1016040;BU03638000;0;;None
98471;1016030;BU03638000;0;;None
98472;M000114;BU03638000;1,1;;None
98473;M000100;BU03638000;491;;None
98474;M000297;BU03638000;2;;None
98475;M000200_2;BU03638000;20;;None
98476;A018943_2;BU03638000;10;;None
98477;A019276;BU03638000;5;;None
98478;D001045;BU03638000;0;;None
98479;A018944;BU03638000;0;;None
98480;T001455_2;BU03638000;73;;None
98481;A047044;BU03638000;70;;None
98482;A047040;BU03638000;2;;None
98483;PC000C;BU03638000;;      1067;None
98484;M000217;BU03638000;1;;None
98485;ST0001;BU03638000;1;;None
98486;ST0003;BU03638000;2631;;None
98487;GM000C;BU03638001;;Amsterdam                               ;None
98488;R00003;BU03638001;;Buurt     ;None
98489;R00004;BU03638001;;BU03638001;None
98490;M000125;BU03638001;;1;None
98491;T001036;BU03638001;760;;None
98492;3000;BU03638001;400;;None
98493;4000;BU03638001;360;;None
98494;10680;BU03638001;95;;None
98495;53050;BU03638001;85;;None
98496;53310;BU03638001;170;;None
98497;53715;BU03638001;245;;None
98498;80200;BU03638001;175;;None
98499;1010;BU03638001;380;;None
98500;1020;BU03638001;295;;None
98501;1080;BU03638001;55;;None
98502;1050;BU03638001;35;;None
98503;2012655;BU03638001;105;;None
98504;2012657_2;BU03638001;115;;None
98505;H008673;BU03638001;35;;None
98506;H007119;BU03638001;0;;None
98507;H008751;BU03638001;15;;None
98508;H008766;BU03638001;45;;None
98509;A008187;BU03638001;30;;None
98510;1050010_2;BU03638001;350;;None
98511;1050015;BU03638001;120;;None
98512;1016040;BU03638001;110;;None
98513;1016030;BU03638001;115;;None
98514;M000114;BU03638001;2,2;;None
98515;M000100;BU03638001;316;;None
98516;M000297;BU03638001;284;;None
98517;M001642;BU03638001;646;;None
98518;ZW10290;BU03638001;93;;None
98519;ZW10340;BU03638001;7;;None
98520;A028725;BU03638001;90;;None
98521;A028726;BU03638001;10;;None
98522;1014800_1;BU03638001;69;;None
98523;1014850_2;BU03638001;30;;None
98524;A047047;BU03638001;5;;None
98525;A047048;BU03638001;26;;None
98526;A047051;BU03638001;0;;None
98527;ZW25808;BU03638001;76;;None
98528;ZW25807;BU03638001;24;;None
98529;M000200_2;BU03638001;240;;None
98530;301000;BU03638001;10;;None
98531;300003;BU03638001;60;;None
98532;300005;BU03638001;60;;None
98533;383105;BU03638001;20;;None
98534;300009;BU03638001;20;;None
98535;300010;BU03638001;35;;None
98536;300012;BU03638001;20;;None
98537;300014;BU03638001;15;;None
98538;A018943_2;BU03638001;440;;None
98539;A019276;BU03638001;355;;None
98540;D001045;BU03638001;85;;None
98541;M000368;BU03638001;1,3;;None
98542;A018943_4;BU03638001;182;;None
98543;A018944;BU03638001;50;;None
98544;T001455_2;BU03638001;260;;None
98545;A047044;BU03638001;242;;None
98546;A047040;BU03638001;18;;None
98547;PC000C;BU03638001;;      1067;None
98548;M000217;BU03638001;1;;None
98549;ST0001;BU03638001;3;;None
98550;ST0003;BU03638001;1030;;None
98551;GM000C;BU03638002;;Amsterdam                               ;None
98552;R00003;BU03638002;;Buurt     ;None
98553;R00004;BU03638002;;BU03638002;None
98554;M000125;BU03638002;;1;None
98555;T001036;BU03638002;70;;None
98556;3000;BU03638002;35;;None
98557;4000;BU03638002;35;;None
98558;10680;BU03638002;10;;None
98559;53050;BU03638002;15;;None
98560;53310;BU03638002;10;;None
98561;53715;BU03638002;25;;None
98562;80200;BU03638002;10;;None
98563;1010;BU03638002;40;;None
98564;1020;BU03638002;25;;None
98565;1080;BU03638002;5;;None
98566;1050;BU03638002;5;;None
98567;2012655;BU03638002;0;;None
98568;2012657_2;BU03638002;20;;None
98569;H008673;BU03638002;0;;None
98570;H007119;BU03638002;0;;None
98571;H008751;BU03638002;5;;None
98572;H008766;BU03638002;5;;None
98573;A008187;BU03638002;10;;None
98574;1050010_2;BU03638002;35;;None
98575;1050015;BU03638002;15;;None
98576;1016040;BU03638002;5;;None
98577;1016030;BU03638002;10;;None
98578;M000114;BU03638002;2;;None
98579;M000100;BU03638002;33;;None
98580;M000297;BU03638002;23;;None
98581;M001642;BU03638002;931;;None
98582;ZW10290;BU03638002;100;;None
98583;ZW10340;BU03638002;0;;None
98584;A028725;BU03638002;96;;None
98585;A028726;BU03638002;4;;None
98586;1014800_1;BU03638002;74;;None
98587;1014850_2;BU03638002;26;;None
98588;A047047;BU03638002;0;;None
98589;A047048;BU03638002;26;;None
98590;A047051;BU03638002;0;;None
98591;ZW25808;BU03638002;52;;None
98592;ZW25807;BU03638002;48;;None
98593;M000200_2;BU03638002;75;;None
98594;301000;BU03638002;5;;None
98595;300003;BU03638002;5;;None
98596;300005;BU03638002;20;;None
98597;383105;BU03638002;5;;None
98598;300009;BU03638002;5;;None
98599;300010;BU03638002;25;;None
98600;300012;BU03638002;5;;None
98601;300014;BU03638002;5;;None
98602;A018943_2;BU03638002;75;;None
98603;A019276;BU03638002;45;;None
98604;D001045;BU03638002;30;;None
98605;A018944;BU03638002;10;;None
98606;T001455_2;BU03638002;236;;None
98607;A047044;BU03638002;213;;None
98608;A047040;BU03638002;22;;None
98609;PC000C;BU03638002;;      1060;None
98610;M000217;BU03638002;5;;None
98611;ST0001;BU03638002;4;;None
98612;ST0003;BU03638002;963;;None
98613;GM000C;WK036381;;Amsterdam                               ;None
98614;R00003;WK036381;;Wijk      ;None
98615;R00004;WK036381;;WK036381  ;None
98616;M000125;WK036381;;1;None
98617;T001036;WK036381;17425;;None
98618;3000;WK036381;8620;;None
98619;4000;WK036381;8805;;None
98620;10680;WK036381;2750;;None
98621;53050;WK036381;2380;;None
98622;53310;WK036381;5545;;None
98623;53715;WK036381;3695;;None
98624;80200;WK036381;3060;;None
98625;1010;WK036381;10005;;None
98626;1020;WK036381;4890;;None
98627;1080;WK036381;1700;;None
98628;1050;WK036381;835;;None
98629;2012655;WK036381;2905;;None
98630;2012657_2;WK036381;9045;;None
98631;H008673;WK036381;3575;;None
98632;H007119;WK036381;175;;None
98633;H008751;WK036381;1065;;None
98634;H008766;WK036381;1775;;None
98635;A008187;WK036381;2445;;None
98636;1050010_2;WK036381;9320;;None
98637;1050015;WK036381;5085;;None
98638;1016040;WK036381;1870;;None
98639;1016030;WK036381;2360;;None
98640;M000114;WK036381;1,9;;None
98641;M000100;WK036381;11059;;None
98642;M000297;WK036381;8531;;None
98643;M001642;WK036381;293;;None
98644;ZW10290;WK036381;14;;None
98645;ZW10340;WK036381;86;;None
98646;A028725;WK036381;96;;None
98647;A028726;WK036381;4;;None
98648;1014800_1;WK036381;25;;None
98649;1014850_2;WK036381;75;;None
98650;A047047;WK036381;53;;None
98651;A047048;WK036381;22;;None
