Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
785;ZW25808;BU16800300;90;;None
786;ZW25807;BU16800300;10;;None
787;M000200_2;BU16800300;70;;None
788;301000;BU16800300;5;;None
789;300003;BU16800300;15;;None
790;300005;BU16800300;5;;None
791;383105;BU16800300;0;;None
792;300009;BU16800300;5;;None
793;300010;BU16800300;15;;None
794;300012;BU16800300;20;;None
795;300014;BU16800300;5;;None
796;A018943_2;BU16800300;260;;None
797;A019276;BU16800300;195;;None
798;D001045;BU16800300;65;;None
799;M000368;BU16800300;1,5;;None
800;A018943_4;BU16800300;485;;None
801;A018944;BU16800300;30;;None
802;T001455_2;BU16800300;54;;None
803;A047044;BU16800300;54;;None
804;A047040;BU16800300;0;;None
805;PC000C;BU16800300;;      9466;None
806;M000217;BU16800300;1;;None
807;ST0001;BU16800300;5;;None
808;ST0003;BU16800300;55;;None
809;GM000C;BU16800309;;Aa en Hunze                             ;None
810;R00003;BU16800309;;Buurt     ;None
811;R00004;BU16800309;;BU16800309;None
812;M000125;BU16800309;;1;None
813;T001036;BU16800309;15;;None
814;3000;BU16800309;10;;None
815;4000;BU16800309;10;;None
816;10680;BU16800309;5;;None
817;53050;BU16800309;5;;None
818;53310;BU16800309;5;;None
819;53715;BU16800309;5;;None
820;80200;BU16800309;0;;None
821;1010;BU16800309;10;;None
822;1020;BU16800309;5;;None
823;1080;BU16800309;0;;None
824;1050;BU16800309;0;;None
825;2012655;BU16800309;0;;None
826;2012657_2;BU16800309;0;;None
827;H008673;BU16800309;0;;None
828;H007119;BU16800309;0;;None
829;H008751;BU16800309;0;;None
830;H008766;BU16800309;0;;None
831;A008187;BU16800309;0;;None
832;1050010_2;BU16800309;5;;None
833;1050015;BU16800309;5;;None
834;1016040;BU16800309;5;;None
835;1016030;BU16800309;0;;None
836;M000114;BU16800309;3;;None
837;M000100;BU16800309;2;;None
838;M000297;BU16800309;4;;None
839;M000200_2;BU16800309;0;;None
840;A018943_2;BU16800309;5;;None
841;A019276;BU16800309;0;;None
842;D001045;BU16800309;0;;None
843;A018944;BU16800309;0;;None
844;T001455_2;BU16800309;860;;None
845;A047044;BU16800309;851;;None
846;A047040;BU16800309;9;;None
847;PC000C;BU16800309;;      9466;None
848;M000217;BU16800309;1;;None
849;ST0001;BU16800309;5;;None
850;ST0003;BU16800309;25;;None
851;GM000C;WK168004;;Aa en Hunze                             ;None
852;R00003;WK168004;;Wijk      ;None
853;R00004;WK168004;;WK168004  ;None
854;M000125;WK168004;;1;None
855;T001036;WK168004;255;;None
856;3000;WK168004;135;;None
857;4000;WK168004;120;;None
858;10680;WK168004;20;;None
859;53050;WK168004;30;;None
860;53310;WK168004;25;;None
861;53715;WK168004;110;;None
862;80200;WK168004;65;;None
863;1010;WK168004;95;;None
864;1020;WK168004;140;;None
865;1080;WK168004;10;;None
866;1050;WK168004;10;;None
867;2012655;WK168004;5;;None
868;2012657_2;WK168004;5;;None
869;H008673;WK168004;0;;None
870;H007119;WK168004;5;;None
871;H008751;WK168004;0;;None
872;H008766;WK168004;0;;None
873;A008187;WK168004;5;;None
874;1050010_2;WK168004;105;;None
875;1050015;WK168004;25;;None
876;1016040;WK168004;55;;None
877;1016030;WK168004;30;;None
878;M000114;WK168004;2,3;;None
879;M000100;WK168004;23;;None
880;M000297;WK168004;112;;None
881;M001642;WK168004;395;;None
882;ZW10290;WK168004;100;;None
883;ZW10340;WK168004;0;;None
884;A028725;WK168004;96;;None
885;A028726;WK168004;4;;None
886;1014800_1;WK168004;89;;None
887;1014850_2;WK168004;11;;None
888;A047047;WK168004;6;;None
889;A047048;WK168004;4;;None
890;A047051;WK168004;0;;None
891;ZW25808;WK168004;88;;None
892;ZW25807;WK168004;12;;None
893;M000200_2;WK168004;50;;None
894;301000;WK168004;10;;None
895;300003;WK168004;5;;None
896;300005;WK168004;5;;None
897;383105;WK168004;0;;None
898;300009;WK168004;5;;None
899;300010;WK168004;10;;None
900;300012;WK168004;10;;None
901;300014;WK168004;0;;None
902;A018943_2;WK168004;185;;None
903;A019276;WK168004;145;;None
904;D001045;WK168004;40;;None
905;M000368;WK168004;1,7;;None
906;A018943_4;WK168004;17;;None
907;A018944;WK168004;30;;None
908;T001455_2;WK168004;1106;;None
909;A047044;WK168004;1104;;None
910;A047040;WK168004;1;;None
911;ST0001;WK168004;5;;None
912;ST0003;WK168004;32;;None
913;GM000C;BU16800400;;Aa en Hunze                             ;None
914;R00003;BU16800400;;Buurt     ;None
915;R00004;BU16800400;;BU16800400;None
916;M000125;BU16800400;;1;None
917;T001036;BU16800400;230;;None
918;3000;BU16800400;120;;None
919;4000;BU16800400;105;;None
920;10680;BU16800400;15;;None
921;53050;BU16800400;25;;None
922;53310;BU16800400;25;;None
923;53715;BU16800400;95;;None
924;80200;BU16800400;65;;None
925;1010;BU16800400;80;;None
926;1020;BU16800400;125;;None
927;1080;BU16800400;10;;None
928;1050;BU16800400;10;;None
929;2012655;BU16800400;10;;None
930;2012657_2;BU16800400;5;;None
931;H008673;BU16800400;0;;None
932;H007119;BU16800400;5;;None
933;H008751;BU16800400;0;;None
934;H008766;BU16800400;0;;None
935;A008187;BU16800400;0;;None
936;1050010_2;BU16800400;100;;None
937;1050015;BU16800400;20;;None
938;1016040;BU16800400;50;;None
939;1016030;BU16800400;25;;None
940;M000114;BU16800400;2,2;;None
941;M000100;BU16800400;531;;None
942;M000297;BU16800400;102;;None
943;M001642;BU16800400;390;;None
944;ZW10290;BU16800400;100;;None
945;ZW10340;BU16800400;0;;None
946;A028725;BU16800400;96;;None
947;A028726;BU16800400;4;;None
948;1014800_1;BU16800400;91;;None
949;1014850_2;BU16800400;9;;None
950;A047047;BU16800400;7;;None
951;A047048;BU16800400;2;;None
952;A047051;BU16800400;0;;None
953;ZW25808;BU16800400;89;;None
954;ZW25807;BU16800400;11;;None
955;M000200_2;BU16800400;45;;None
956;301000;BU16800400;10;;None
957;300003;BU16800400;5;;None
958;300005;BU16800400;5;;None
959;383105;BU16800400;0;;None
960;300009;BU16800400;5;;None
961;300010;BU16800400;10;;None
962;300012;BU16800400;10;;None
963;300014;BU16800400;0;;None
964;A018943_2;BU16800400;185;;None
965;A019276;BU16800400;145;;None
966;D001045;BU16800400;40;;None
967;M000368;BU16800400;1,9;;None
968;A018943_4;BU16800400;431;;None
969;A018944;BU16800400;30;;None
970;T001455_2;BU16800400;43;;None
971;A047044;BU16800400;43;;None
972;A047040;BU16800400;0;;None
973;PC000C;BU16800400;;      9465;None
974;M000217;BU16800400;1;;None
975;ST0001;BU16800400;5;;None
976;ST0003;BU16800400;34;;None
977;GM000C;BU16800409;;Aa en Hunze                             ;None
978;R00003;BU16800409;;Buurt     ;None
979;R00004;BU16800409;;BU16800409;None
980;M000125;BU16800409;;1;None
981;T001036;BU16800409;30;;None
982;3000;BU16800409;15;;None
983;4000;BU16800409;10;;None
984;10680;BU16800409;5;;None
985;53050;BU16800409;5;;None
986;53310;BU16800409;5;;None
987;53715;BU16800409;15;;None
988;80200;BU16800409;5;;None
989;1010;BU16800409;15;;None
990;1020;BU16800409;15;;None
991;1080;BU16800409;0;;None
992;1050;BU16800409;0;;None
993;2012655;BU16800409;0;;None
994;2012657_2;BU16800409;0;;None
995;H008673;BU16800409;0;;None
996;H007119;BU16800409;0;;None
997;H008751;BU16800409;0;;None
998;H008766;BU16800409;0;;None
999;A008187;BU16800409;0;;None
1000;1050010_2;BU16800409;10;;None
1001;1050015;BU16800409;5;;None
1002;1016040;BU16800409;5;;None
1003;1016030;BU16800409;5;;None
1004;M000114;BU16800409;2,8;;None
1005;M000100;BU16800409;3;;None
1006;M000297;BU16800409;10;;None
1007;M000200_2;BU16800409;5;;None
1008;A018943_2;BU16800409;0;;None
1009;A019276;BU16800409;0;;None
1010;D001045;BU16800409;0;;None
1011;A018944;BU16800409;0;;None
1012;T001455_2;BU16800409;1063;;None
1013;A047044;BU16800409;1061;;None
1014;A047040;BU16800409;1;;None
1015;PC000C;BU16800409;;      9465;None
1016;M000217;BU16800409;1;;None
1017;ST0001;BU16800409;5;;None
1018;ST0003;BU16800409;15;;None
1019;GM000C;WK168005;;Aa en Hunze                             ;None
1020;R00003;WK168005;;Wijk      ;None
1021;R00004;WK168005;;WK168005  ;None
1022;M000125;WK168005;;1;None
1023;T001036;WK168005;610;;None
1024;3000;WK168005;295;;None
1025;4000;WK168005;315;;None
1026;10680;WK168005;75;;None
1027;53050;WK168005;40;;None
1028;53310;WK168005;85;;None
1029;53715;WK168005;185;;None
1030;80200;WK168005;235;;None
1031;1010;WK168005;210;;None
1032;1020;WK168005;305;;None
1033;1080;WK168005;60;;None
1034;1050;WK168005;40;;None
1035;2012655;WK168005;40;;None
1036;2012657_2;WK168005;5;;None
1037;H008673;WK168005;0;;None
1038;H007119;WK168005;5;;None
1039;H008751;WK168005;5;;None
1040;H008766;WK168005;0;;None
1041;A008187;WK168005;5;;None
1042;1050010_2;WK168005;295;;None
1043;1050015;WK168005;90;;None
1044;1016040;WK168005;135;;None
1045;1016030;WK168005;65;;None
1046;M000114;WK168005;2,1;;None
1047;M000100;WK168005;105;;None
1048;M000297;WK168005;262;;None
1049;M001642;WK168005;443;;None
1050;ZW10290;WK168005;100;;None
1051;ZW10340;WK168005;0;;None
1052;A028725;WK168005;97;;None
1053;A028726;WK168005;3;;None
1054;1014800_1;WK168005;85;;None
1055;1014850_2;WK168005;15;;None
1056;A047047;WK168005;3;;None
1057;A047048;WK168005;11;;None
1058;A047051;WK168005;0;;None
1059;ZW25808;WK168005;91;;None
1060;ZW25807;WK168005;9;;None
1061;M000200_2;WK168005;80;;None
1062;301000;WK168005;5;;None
1063;300003;WK168005;5;;None
1064;300005;WK168005;5;;None
1065;383105;WK168005;5;;None
1066;300009;WK168005;15;;None
1067;300010;WK168005;15;;None
1068;300012;WK168005;20;;None
1069;300014;WK168005;5;;None
1070;A018943_2;WK168005;395;;None
1071;A019276;WK168005;280;;None
1072;D001045;WK168005;115;;None
1073;M000368;WK168005;1,3;;None
1074;A018943_4;WK168005;68;;None
1075;A018944;WK168005;30;;None
1076;T001455_2;WK168005;592;;None
1077;A047044;WK168005;585;;None
1078;A047040;WK168005;7;;None
1079;ST0001;WK168005;5;;None
1080;ST0003;WK168005;208;;None
1081;GM000C;BU16800500;;Aa en Hunze                             ;None
1082;R00003;BU16800500;;Buurt     ;None
1083;R00004;BU16800500;;BU16800500;None
1084;M000125;BU16800500;;1;None
1085;T001036;BU16800500;550;;None
1086;3000;BU16800500;260;;None
1087;4000;BU16800500;285;;None
1088;10680;BU16800500;60;;None
1089;53050;BU16800500;35;;None
1090;53310;BU16800500;75;;None
1091;53715;BU16800500;160;;None
1092;80200;BU16800500;210;;None
1093;1010;BU16800500;190;;None
1094;1020;BU16800500;280;;None
1095;1080;BU16800500;50;;None
1096;1050;BU16800500;35;;None
1097;2012655;BU16800500;30;;None
1098;2012657_2;BU16800500;10;;None
1099;H008673;BU16800500;0;;None
1100;H007119;BU16800500;0;;None
1101;H008751;BU16800500;0;;None
1102;H008766;BU16800500;0;;None
1103;A008187;BU16800500;5;;None
1104;1050010_2;BU16800500;265;;None
1105;1050015;BU16800500;80;;None
1106;1016040;BU16800500;125;;None
1107;1016030;BU16800500;60;;None
1108;M000114;BU16800500;2,1;;None
1109;M000100;BU16800500;574;;None
1110;M000297;BU16800500;231;;None
1111;M001642;BU16800500;445;;None
1112;ZW10290;BU16800500;100;;None
1113;ZW10340;BU16800500;0;;None
1114;A028725;BU16800500;99;;None
1115;A028726;BU16800500;1;;None
1116;1014800_1;BU16800500;86;;None
1117;1014850_2;BU16800500;14;;None
1118;A047047;BU16800500;3;;None
1119;A047048;BU16800500;11;;None
1120;A047051;BU16800500;0;;None
1121;ZW25808;BU16800500;94;;None
1122;ZW25807;BU16800500;6;;None
1123;M000200_2;BU16800500;70;;None
1124;301000;BU16800500;5;;None
1125;300003;BU16800500;5;;None
1126;300005;BU16800500;5;;None
1127;383105;BU16800500;5;;None
1128;300009;BU16800500;15;;None
1129;300010;BU16800500;15;;None
1130;300012;BU16800500;20;;None
1131;300014;BU16800500;5;;None
1132;A018943_2;BU16800500;375;;None
1133;A019276;BU16800500;270;;None
1134;D001045;BU16800500;105;;None
1135;M000368;BU16800500;1,4;;None
1136;A018943_4;BU16800500;390;;None
1137;A018944;BU16800500;30;;None
1138;T001455_2;BU16800500;97;;None
1139;A047044;BU16800500;96;;None
1140;A047040;BU16800500;1;;None
1141;PC000C;BU16800500;;      9469;None
1142;M000217;BU16800500;1;;None
1143;ST0001;BU16800500;5;;None
1144;ST0003;BU16800500;211;;None
1145;GM000C;BU16800509;;Aa en Hunze                             ;None
1146;R00003;BU16800509;;Buurt     ;None
1147;R00004;BU16800509;;BU16800509;None
1148;M000125;BU16800509;;1;None
1149;T001036;BU16800509;60;;None
1150;3000;BU16800509;30;;None
1151;4000;BU16800509;30;;None
1152;10680;BU16800509;10;;None
1153;53050;BU16800509;0;;None
1154;53310;BU16800509;10;;None
1155;53715;BU16800509;15;;None
1156;80200;BU16800509;25;;None
1157;1010;BU16800509;20;;None
1158;1020;BU16800509;25;;None
1159;1080;BU16800509;5;;None
1160;1050;BU16800509;5;;None
1161;2012655;BU16800509;10;;None
1162;2012657_2;BU16800509;0;;None
1163;H008673;BU16800509;0;;None
1164;H007119;BU16800509;0;;None
1165;H008751;BU16800509;0;;None
1166;H008766;BU16800509;0;;None
1167;A008187;BU16800509;0;;None
1168;1050010_2;BU16800509;30;;None
1169;1050015;BU16800509;10;;None
1170;1016040;BU16800509;15;;None
1171;1016030;BU16800509;10;;None
1172;M000114;BU16800509;2,2;;None
1173;M000100;BU16800509;13;;None
1174;M000297;BU16800509;31;;None
1175;M001642;BU16800509;428;;None
1176;ZW10290;BU16800509;100;;None
1177;ZW10340;BU16800509;0;;None
1178;A028725;BU16800509;84;;None
1179;A028726;BU16800509;16;;None
1180;1014800_1;BU16800509;84;;None
1181;1014850_2;BU16800509;16;;None
1182;A047047;BU16800509;0;;None
1183;A047048;BU16800509;16;;None
1184;A047051;BU16800509;0;;None
1185;ZW25808;BU16800509;68;;None
1186;ZW25807;BU16800509;32;;None
1187;M000200_2;BU16800509;10;;None
1188;A018943_2;BU16800509;20;;None
1189;A019276;BU16800509;10;;None
1190;D001045;BU16800509;10;;None
1191;A018944;BU16800509;5;;None
1192;T001455_2;BU16800509;495;;None
1193;A047044;BU16800509;489;;None
1194;A047040;BU16800509;6;;None
1195;PC000C;BU16800509;;      9469;None
1196;M000217;BU16800509;1;;None
1197;ST0001;BU16800509;5;;None
1198;ST0003;BU16800509;185;;None
1199;GM000C;WK168006;;Aa en Hunze                             ;None
1200;R00003;WK168006;;Wijk      ;None
1201;R00004;WK168006;;WK168006  ;None
1202;M000125;WK168006;;1;None
1203;T001036;WK168006;490;;None
1204;3000;WK168006;250;;None
1205;4000;WK168006;240;;None
1206;10680;WK168006;80;;None
1207;53050;WK168006;55;;None
1208;53310;WK168006;90;;None
1209;53715;WK168006;185;;None
1210;80200;WK168006;75;;None
1211;1010;WK168006;215;;None
1212;1020;WK168006;225;;None
1213;1080;WK168006;25;;None
1214;1050;WK168006;20;;None
1215;2012655;WK168006;5;;None
1216;2012657_2;WK168006;5;;None
1217;H008673;WK168006;0;;None
1218;H007119;WK168006;0;;None
1219;H008751;WK168006;0;;None
1220;H008766;WK168006;0;;None
1221;A008187;WK168006;5;;None
1222;1050010_2;WK168006;195;;None
1223;1050015;WK168006;45;;None
1224;1016040;WK168006;75;;None
1225;1016030;WK168006;75;;None
1226;M000114;WK168006;2,5;;None
1227;M000100;WK168006;76;;None
1228;M000297;WK168006;198;;None
1229;M001642;WK168006;307;;None
1230;ZW10290;WK168006;96;;None
1231;ZW10340;WK168006;4;;None
1232;A028725;WK168006;97;;None
1233;A028726;WK168006;3;;None
1234;1014800_1;WK168006;92;;None
1235;1014850_2;WK168006;8;;None
1236;A047047;WK168006;3;;None
1237;A047048;WK168006;6;;None
1238;A047051;WK168006;0;;None
1239;ZW25808;WK168006;78;;None
1240;ZW25807;WK168006;22;;None
1241;M000200_2;WK168006;75;;None
1242;301000;WK168006;10;;None
1243;300003;WK168006;10;;None
1244;300005;WK168006;5;;None
1245;383105;WK168006;5;;None
1246;300009;WK168006;0;;None
1247;300010;WK168006;25;;None
1248;300012;WK168006;10;;None
1249;300014;WK168006;10;;None
1250;A018943_2;WK168006;300;;None
1251;A019276;WK168006;210;;None
1252;D001045;WK168006;90;;None
1253;M000368;WK168006;1,6;;None
1254;A018943_4;WK168006;47;;None
1255;A018944;WK168006;50;;None
1256;T001455_2;WK168006;654;;None
1257;A047044;WK168006;642;;None
1258;A047040;WK168006;12;;None
1259;ST0001;WK168006;5;;None
1260;ST0003;WK168006;43;;None
1261;GM000C;BU16800600;;Aa en Hunze                             ;None
1262;R00003;BU16800600;;Buurt     ;None
1263;R00004;BU16800600;;BU16800600;None
1264;M000125;BU16800600;;1;None
1265;T001036;BU16800600;475;;None
1266;3000;BU16800600;240;;None
1267;4000;BU16800600;235;;None
1268;10680;BU16800600;75;;None
1269;53050;BU16800600;55;;None
1270;53310;BU16800600;90;;None
1271;53715;BU16800600;180;;None
1272;80200;BU16800600;75;;None
1273;1010;BU16800600;210;;None
1274;1020;BU16800600;215;;None
1275;1080;BU16800600;25;;None
1276;1050;BU16800600;20;;None
1277;2012655;BU16800600;5;;None
1278;2012657_2;BU16800600;5;;None
1279;H008673;BU16800600;0;;None
1280;H007119;BU16800600;0;;None
1281;H008751;BU16800600;0;;None
1282;H008766;BU16800600;0;;None
1283;A008187;BU16800600;5;;None
1284;1050010_2;BU16800600;190;;None
1285;1050015;BU16800600;40;;None
1286;1016040;BU16800600;75;;None
1287;1016030;BU16800600;75;;None
1288;M000114;BU16800600;2,5;;None
1289;M000100;BU16800600;371;;None
1290;M000297;BU16800600;192;;None
1291;M001642;BU16800600;305;;None
1292;ZW10290;BU16800600;96;;None
1293;ZW10340;BU16800600;4;;None
1294;A028725;BU16800600;97;;None
1295;A028726;BU16800600;3;;None
1296;1014800_1;BU16800600;92;;None
1297;1014850_2;BU16800600;8;;None
1298;A047047;BU16800600;3;;None
1299;A047048;BU16800600;6;;None
1300;A047051;BU16800600;0;;None
1301;ZW25808;BU16800600;78;;None
1302;ZW25807;BU16800600;22;;None
1303;M000200_2;BU16800600;75;;None
1304;301000;BU16800600;10;;None
1305;300003;BU16800600;10;;None
1306;300005;BU16800600;5;;None
1307;383105;BU16800600;5;;None
1308;300009;BU16800600;0;;None
1309;300010;BU16800600;25;;None
1310;300012;BU16800600;10;;None
1311;300014;BU16800600;10;;None
1312;A018943_2;BU16800600;295;;None
1313;A019276;BU16800600;205;;None
1314;D001045;BU16800600;90;;None
1315;M000368;BU16800600;1,6;;None
1316;A018943_4;BU16800600;231;;None
1317;A018944;BU16800600;50;;None
1318;T001455_2;BU16800600;127;;None
1319;A047044;BU16800600;127;;None
1320;A047040;BU16800600;0;;None
1321;PC000C;BU16800600;;      9658;None
1322;M000217;BU16800600;1;;None
1323;ST0001;BU16800600;5;;None
1324;ST0003;BU16800600;43;;None
1325;GM000C;BU16800609;;Aa en Hunze                             ;None
1326;R00003;BU16800609;;Buurt     ;None
1327;R00004;BU16800609;;BU16800609;None
1328;M000125;BU16800609;;1;None
1329;T001036;BU16800609;15;;None
1330;3000;BU16800609;10;;None
1331;4000;BU16800609;5;;None
1332;10680;BU16800609;5;;None
1333;53050;BU16800609;5;;None
1334;53310;BU16800609;0;;None
1335;53715;BU16800609;5;;None
1336;80200;BU16800609;5;;None
1337;1010;BU16800609;10;;None
1338;1020;BU16800609;5;;None
1339;1080;BU16800609;0;;None
1340;1050;BU16800609;0;;None
1341;2012655;BU16800609;5;;None
1342;2012657_2;BU16800609;0;;None
1343;H008673;BU16800609;0;;None
1344;H007119;BU16800609;0;;None
1345;H008751;BU16800609;0;;None
1346;H008766;BU16800609;0;;None
1347;A008187;BU16800609;0;;None
1348;1050010_2;BU16800609;5;;None
1349;1050015;BU16800609;5;;None
1350;1016040;BU16800609;0;;None
1351;1016030;BU16800609;0;;None
1352;M000114;BU16800609;2,8;;None
1353;M000100;BU16800609;3;;None
1354;M000297;BU16800609;6;;None
1355;M000200_2;BU16800609;0;;None
1356;A018943_2;BU16800609;10;;None
1357;A019276;BU16800609;5;;None
1358;D001045;BU16800609;5;;None
1359;A018944;BU16800609;0;;None
1360;T001455_2;BU16800609;527;;None
1361;A047044;BU16800609;515;;None
1362;A047040;BU16800609;12;;None
1363;PC000C;BU16800609;;      9658;None
1364;M000217;BU16800609;1;;None
1365;ST0001;BU16800609;5;;None
1366;ST0003;BU16800609;29;;None
1367;GM000C;WK168007;;Aa en Hunze                             ;None
1368;R00003;WK168007;;Wijk      ;None
1369;R00004;WK168007;;WK168007  ;None
1370;M000125;WK168007;;1;None
1371;T001036;WK168007;145;;None
1372;3000;WK168007;70;;None
1373;4000;WK168007;75;;None
1374;10680;WK168007;15;;None
1375;53050;WK168007;20;;None
1376;53310;WK168007;20;;None
1377;53715;WK168007;50;;None
1378;80200;WK168007;45;;None
1379;1010;WK168007;50;;None
1380;1020;WK168007;75;;None
1381;1080;WK168007;10;;None
1382;1050;WK168007;10;;None
1383;2012655;WK168007;5;;None
1384;2012657_2;WK168007;5;;None
1385;H008673;WK168007;0;;None
1386;H007119;WK168007;0;;None
1387;H008751;WK168007;0;;None
1388;H008766;WK168007;0;;None
1389;A008187;WK168007;5;;None
1390;1050010_2;WK168007;65;;None
1391;1050015;WK168007;15;;None
1392;1016040;WK168007;25;;None
1393;1016030;WK168007;20;;None
1394;M000114;WK168007;2,3;;None
1395;M000100;WK168007;405;;None
1396;M000297;WK168007;64;;None
1397;M001642;WK168007;277;;None
1398;ZW10290;WK168007;100;;None
1399;ZW10340;WK168007;0;;None
1400;A028725;WK168007;100;;None
1401;A028726;WK168007;0;;None
1402;1014800_1;WK168007;92;;None
1403;1014850_2;WK168007;8;;None
1404;A047047;WK168007;6;;None
1405;A047048;WK168007;2;;None
1406;A047051;WK168007;0;;None
1407;ZW25808;WK168007;100;;None
1408;ZW25807;WK168007;0;;None
1409;M000200_2;WK168007;15;;None
1410;A018943_2;WK168007;100;;None
1411;A019276;WK168007;80;;None
1412;D001045;WK168007;20;;None
